iucn_sid,sciname,comname,pub_year,old_cat,depth_upper,depth_lower,elev_upper,elev_lower,aoo_km2,eoo_km2,criteria,cat,cat_score,iucn_version
12417,Lutjanus cyanopterus,Cubera Snapper,2016,VU,1,85,NA,NA,NA,NA,A2bd,VU,0.4,2020-1
12419,Lutra lutra,Eurasian Otter,2015,NT,0,10,4120,0,NA,NA,NA,NT,0.2,2020-1
12421,Lutra sumatrana,Hairy-nosed Otter,2015,EN,NA,NA,NA,NA,NA,NA,A2cde,EN,0.6,2020-1
12427,Lutrogale perspicillata,Smooth-coated Otter,2015,VU,0,5,700,0,NA,NA,A2cde,VU,0.4,2020-1
12695,Malaclemys terrapin,Diamondback Terrapin,2019,VU,0,10,5,0,NA,209000,A4acde,VU,0.4,2020-1
12807,Marginella chalmersi,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
12808,Marginella gemma,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
12809,Marginella liparozona,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
12810,Marginella melvilli,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13006,Megaptera novaeangliae,Humpback Whale,2018,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
13045,Melanogrammus aeglefinus,Haddock,1996,VU,NA,NA,NA,NA,NA,NA,A1d+2d,VU,0.4,2020-1
13145,Menidia conchorum,Key Silverside,2015,EN,0,5,NA,NA,499,3802,B1ab(iii)+2ab(iii),EN,0.6,2020-1
13232,Mesogobius batrachocephalus,Toad Goby,2008,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
13238,Mesonerilla prospera,NA,1996,CR,NA,NA,NA,NA,NA,NA,B1+2c,CR,0.8,2020-1
13241,Mesoplodon bidens,Sowerby's Beaked Whale,2008,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13242,Mesoplodon bowdoini,Andrew's Beaked Whale,2008,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13243,Mesoplodon carlhubbsi,Hubbs' Beaked Whale,2008,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13244,Mesoplodon densirostris,Blainville's Beaked Whale,2008,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13245,Mesoplodon europaeus,Gervais' Beaked Whale,2008,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13246,Mesoplodon ginkgodens,Ginkgo-toothed Beaked Whale,2008,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13247,Mesoplodon grayi,Gray's Beaked Whale,2008,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13248,Mesoplodon hectori,Hector's Beaked Whale,2008,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13249,Mesoplodon layardii,Strap-toothed Whale,2008,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13250,Mesoplodon mirus,True's Beaked Whale,2008,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13251,Mesoplodon peruvianus,Pygmy Beaked Whale,2008,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13252,Mesoplodon stejnegeri,Stejneger's Beaked Whale,2008,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13581,Mirounga angustirostris,Northern Elephant Seal,2015,LC,0,1700,5,0,10461516,12217280,NA,LC,0,2020-1
13583,Mirounga leonina,Southern Elephant Seal,2015,LC,NA,2133,50,NA,71553412,85132467,NA,LC,0,2020-1
13653,Monachus monachus,Mediterranean Monk Seal,2015,EN,0,250,3,0,314880,4993004,C2a(i),EN,0.6,2020-1
13654,Neomonachus schauinslandi,Hawaiian Monk Seal,2015,EN,NA,550,3,NA,293392,1516363,C1,EN,0.6,2020-1
13655,Neomonachus tropicalis,Caribbean Monk Seal,2015,EX,0,200,20,0,NA,NA,NA,EX,1,2020-1
13704,Monodon monoceros,Narwhal,2017,LC,0,1500,0,0,NA,NA,NA,LC,0,2020-1
13852,Mordacia lapicida,Lamprea de Agua Dulce,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13932,Muricopsis mariangelae,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13933,Muricopsis matildae,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
13934,Muricopsis principensis,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
14048,Mycteroperca cidi,Venezuelan Grouper,2018,DD,5,160,NA,NA,NA,NA,NA,DD,NA,2020-1
14049,Mycteroperca jordani,Gulf Grouper,2018,EN,5,100,NA,NA,NA,NA,A2bd,EN,0.6,2020-1
14050,Mycteroperca microlepis,Gag,2018,VU,0,167,NA,NA,NA,NA,A4bd,VU,0.4,2020-1
14051,Mycteroperca olfax,Colorado Grouper,2018,VU,5,100,NA,NA,NA,NA,A2bd,VU,0.4,2020-1
14052,Mycteroperca prionura,Sawtail Grouper,2018,DD,10,90,NA,NA,NA,NA,NA,DD,NA,2020-1
14053,Mycteroperca rosacea,Leopard Grouper,2018,LC,1,100,NA,NA,NA,NA,NA,LC,0,2020-1
14054,Mycteroperca rubra,Mottled Grouper,2018,LC,1,200,NA,NA,NA,NA,NA,LC,0,2020-1
14214,Myoxocephalus quadricornis,Fourhorn Sculpin,2018,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
14264,Myxus capensis,Freshwater Mullet,2007,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
14363,Natator depressus,Flatback,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
14500,Nematostella vectensis,Starlet Sea Anemone,1996,VU,NA,NA,NA,NA,NA,NA,A1ce,VU,0.4,2020-1
14549,Neophoca cinerea,Australian Sea Lion,2015,EN,0,250,60,0,440296,1766145,A2bd,EN,0.6,2020-1
14561,Neorapana grandis,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
14562,Neosalanx reganius,Ariake Dwarf Icefish,2019,EN,NA,NA,NA,NA,44,255,"B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",EN,0.6,2020-1
14831,Nodipecten magnificus,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15106,Odobenus rosmarus,Walrus,2016,VU,NA,250,5,NA,4838872,25746932,A3c,VU,0.4,2020-1
15108,Odobenus rosmarus ssp. rosmarus,Atlantic Walrus,2016,NT,NA,450,5,NA,2221592,10924208,NA,NT,0.2,2020-1
15184,Ogilbia galapagosensis,Galapagos Cuskeel,2010,VU,0,5,NA,NA,NA,NA,D2,VU,0.4,2020-1
15239,Oxyurichthys keiensis,Kei Goby,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
15269,Ommatophoca rossii,Ross Seal,2015,LC,NA,792,3,NA,20665464,33459698,NA,LC,0,2020-1
15270,Omphalotropis albocarinata,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15271,Omphalotropis carolinensis,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15273,Omphalotropis cookei,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15274,Omphalotropis elegans,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15275,Omphalotropis elongatula,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15276,Omphalotropis erosa,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15278,Omphalotropis fragilis,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15279,Omphalotropis gracilis,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15280,Omphalotropis guamensis,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15281,Omphalotropis howeinsulae,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15283,Omphalotropis laevigata,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15284,Omphalotropis laticosta,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15285,Omphalotropis latilabris,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15286,Omphalotropis mutica,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15287,Omphalotropis ochthogyra,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15288,Omphalotropis picta,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15289,Omphalotropis pilosa,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15290,Omphalotropis quadrasi,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15291,Omphalotropis semicostulata,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15292,Omphalotropis striatapila,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15293,Omphalotropis submaritima,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15295,Omphalotropis suturalis,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15296,Omphalotropis tumidula,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
15297,Omphalotropis plicosa,NA,1996,EX,NA,NA,NA,NA,NA,NA,NA,EX,1,2020-1
15298,Omphalotropis hieroglyphica,NA,1996,EN,NA,NA,NA,NA,NA,NA,B1+2ab,EN,0.6,2020-1
15419,Orcaella brevirostris,Irrawaddy Dolphin,2017,EN,0,50,NA,NA,NA,NA,A2cd+3cd+4cd,EN,0.6,2020-1
15421,Orcinus orca,Killer Whale,2017,DD,1000,NA,0,0,NA,NA,NA,DD,NA,2020-1
15873,Pagrus pagrus,Red Porgy,2014,LC,0,250,NA,NA,NA,NA,NA,LC,0,2020-1
15939,Pandaka pygmaea,Dwarf Pygmy Goby,1996,CR,NA,NA,NA,NA,NA,NA,A1ace,CR,0.8,2020-1
16011,Favonigobius melanobranchus,Blackthroat Goby,1996,LR/nt,NA,NA,NA,NA,NA,NA,NA,NT,0.2,2020-1
16012,Favonigobius reichei,Indo-pacific Tropical Sand Goby,2017,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
16083,Paradoxa confirmata,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
16084,Paradoxa thomensis,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
16185,Parapinnixa affinis,Californian Bay Pea Crab,1996,EN,NA,NA,NA,NA,NA,NA,A1c,EN,0.6,2020-1
16238,Paretroplus polyactis,NA,2016,LC,NA,NA,NA,NA,NA,84450,NA,LC,0,2020-1
16474,Pegasus lancifer,Sculptured Dragonfish,2016,LC,0,56,NA,NA,NA,NA,NA,LC,0,2020-1
16475,Pegasus laternarius,Brick Seamoth,2017,DD,27,91,NA,NA,NA,NA,NA,DD,NA,2020-1
16476,Pegasus volitans,Longtail Seamoth,2016,DD,0,73,NA,NA,NA,NA,NA,DD,NA,2020-1
16477,Pegasus volitans Philippines stock,NA,1996,VU,NA,NA,NA,NA,NA,NA,A2d,VU,0.4,2020-1
16478,Pegasus volitans South China Sea stock,NA,1996,VU,NA,NA,NA,NA,NA,NA,A2d,VU,0.4,2020-1
16564,Peponocephala electra,Melon-headed Whale,2019,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
16781,Petromyzon marinus,Sea Lamprey,2013,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
16869,Phallodriloides macmasterae,NA,2014,DD,12,12,NA,NA,NA,NA,NA,DD,NA,2020-1
17013,Phoca vitulina,Harbor Seal,2016,LC,NA,480,3,NA,7145752,59915539,NA,LC,0,2020-1
17014,Phoca vitulina ssp. stejnegeri,Kuril Seal,2016,DD,NA,480,3,NA,715508,1896651,NA,DD,NA,2020-1
17020,Phoca vitulina ssp. vitulina,Eastern Atlantic Harbour Seal,2016,LC,NA,200,3,NA,2036960,6158548,NA,LC,0,2020-1
17021,Phoca vitulina ssp. concolor,Western Atlantic Harbor Seal,2016,LC,NA,500,3,NA,3286964,11224999,NA,LC,0,2020-1
17022,Phoca vitulina ssp. richardii,North Pacific Harbor Seal,2016,LC,NA,480,3,NA,1110068,6262714,NA,LC,0,2020-1
17023,Phoca largha,Spotted Seal,2016,LC,NA,NA,3,NA,2542964,14164188,NA,LC,0,2020-1
17026,Phocarctos hookeri,New Zealand Sea Lion,2015,EN,0,700,500,0,882408,939120,A4bd,EN,0.6,2020-1
17027,Phocoena phocoena,Harbour Porpoise,2008,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
17028,Phocoena sinus,Vaquita,2017,CR,0,50,0,0,2000,NA,A2a+4d; C1+2a(ii); D; E,CR,0.8,2020-1
17029,Phocoena spinipinnis,Burmeister's Porpoise,2018,NT,NA,NA,NA,NA,NA,NA,NA,NT,0.2,2020-1
17030,Phocoena phocoena ssp. relicta,Black Sea Harbour Porpoise,2008,EN,NA,NA,NA,NA,NA,NA,A1d+4cde,EN,0.6,2020-1
17031,Phocoena phocoena Baltic Sea subpopulation,Harbour Porpoise,2008,CR,NA,NA,NA,NA,NA,NA,C2a(ii),CR,0.8,2020-1
17032,Phocoenoides dalli,Dall's Porpoise,2018,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
17096,Phycodurus eques,Leafy Seadragon,2017,LC,0,30,NA,NA,112355,400000,NA,LC,0,2020-1
17177,Phyllopteryx taeniolatus,Weedy Seadragon,2017,LC,0,50,NA,NA,NA,5000000,NA,LC,0,2020-1
17245,Physiculus helenaensis,St Helena mora,2015,DD,40,3000,NA,NA,NA,NA,NA,DD,NA,2020-1
17595,Plecoglossus altivelis ssp. ryukyuensis,Ryukyu Ayu-fish,1996,EN,NA,NA,NA,NA,NA,NA,"A1ac, B2abce+3abc",EN,0.6,2020-1
17604,Plectranthias chungchowensis,NA,1996,VU,NA,NA,NA,NA,NA,NA,D2,VU,0.4,2020-1
17710,Pleuronectes ferrugineus,Yellowtail Flounder,1996,VU,NA,NA,NA,NA,NA,NA,A1bd,VU,0.4,2020-1
17974,Ponapella pihapiha,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
17977,Pontinus nigropunctatus,Deepwater Jack,2015,LC,91,150,NA,NA,NA,NA,NA,LC,0,2020-1
17978,Pontoporia blainvillei,Franciscana,2017,VU,0,35,NA,NA,NA,NA,A3d,VU,0.4,2020-1
18145,Priolepis robinsi,Goby,2010,LC,5,27,NA,NA,NA,NA,NA,LC,0,2020-1
18175,Pristis pectinata,Smalltooth Sawfish,2013,CR,0,88,NA,NA,NA,NA,A2cd,CR,0.8,2020-1
18374,Protemblemaria punctata,Warthead Blenny,2015,LC,2,20,NA,NA,NA,NA,NA,LC,0,2020-1
18376,Proterorhinus marmoratus,Tubenose Goby,2014,LC,0,4,NA,NA,NA,NA,NA,LC,0,2020-1
18383,Prototroctes maraena,Australian Grayling,2019,VU,NA,NA,700,0,NA,225084,"B2b(i,ii,iii,iv,v)c(iv)",VU,0.4,2020-1
18428,Psephurus gladius,Chinese Paddlefish,2010,CR,NA,NA,NA,NA,NA,NA,A2cd; C2a(i); D,CR,0.8,2020-1
18510,Pseudochromis pesi,Pale Dottyback,1996,VU,NA,NA,NA,NA,NA,NA,D2,VU,0.4,2020-1
18596,Pseudorca crassidens,False Killer Whale,2018,NT,NA,1500,0,NA,NA,NA,NA,NT,0.2,2020-1
18878,Pungitius pungitius,Ninespine Stickleback,2013,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
19037,Quadrasiella clathrata,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
19038,Quadrasiella mucronata,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
19301,Ranella olearia,NA,1996,LR/nt,NA,NA,NA,NA,NA,NA,NA,NT,0.2,2020-1
19302,Ranella parthenopaeum,NA,1996,LR/nt,NA,NA,NA,NA,NA,NA,NA,NT,0.2,2020-1
19387,Redigobius dewaali,Checked Goby,2016,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
19388,Redigobius bikolanus,Speckled Goby,2019,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
19488,Rhincodon typus,Whale Shark,2016,EN,0,1928,NA,NA,NA,NA,A2bd+4bd,EN,0.6,2020-1
19735,Kryptolebias marmoratus,Mangrove Rivulus,2019,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
19798,Parasaccogaster melanomycter,Black-nosed Brotula,2015,DD,6,8,NA,NA,NA,NA,NA,DD,NA,2020-1
19855,Salmo salar,Atlantic Salmon,1996,LR/lc,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
19875,Salvelinus confluentus,Bull Trout,1996,VU,NA,NA,NA,NA,NA,NA,A2e,VU,0.4,2020-1
19896,Sanopus astrifer,Whitespotted Toadfish,2015,VU,5,30,NA,NA,700,11218,B1ab(iii)+2ab(iii),VU,0.4,2020-1
19897,Sanopus greenfieldorum,Whitelined Toadfish,2015,VU,5,30,NA,NA,705,10484,B1ab(iii)+2ab(iii),VU,0.4,2020-1
19898,Sanopus reticulatus,Reticulated Toadfish,2015,EN,0,10,NA,NA,NA,4386,B1ab(iii),EN,0.6,2020-1
19899,Sanopus splendidus,Splendid Toadfish,2015,EN,10,25,NA,NA,109,9552,B2ab(iii),EN,0.6,2020-1
19938,Scaevatula amancicoi,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
19939,Scaevatula pellisserpentis,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
19950,Scarus guacamaia,Rainbow Parrotfish,2012,NT,1,25,NA,NA,NA,NA,NA,NT,0.2,2020-1
20047,Scomberomorus concolor,Monterrey Spanish Mackerel,2011,VU,0,15,NA,NA,NA,NA,A4cd,VU,0.4,2020-1
20084,Sebastes fasciatus,Redfish,1996,EN,NA,NA,NA,NA,NA,NA,A1bd,EN,0.6,2020-1
20085,Sebastes paucispinus,Bocaccio Rockfish,1996,CR,NA,NA,NA,NA,NA,NA,A1abd+2d,CR,0.8,2020-1
20268,Siphonaria compressa,NA,1996,CR,NA,NA,NA,NA,NA,NA,B1+2c,CR,0.8,2020-1
20314,Solegnathus dunckeri,Duncker's Pipefish,2017,DD,75,140,NA,NA,NA,NA,NA,DD,NA,2020-1
20315,Solegnathus hardwickii,Hardwicke's Pipehorse,2017,DD,12,100,NA,NA,NA,NA,NA,DD,NA,2020-1
20316,Solegnathus lettiensis,Günther's Pipehorse,2017,DD,42,180,NA,NA,NA,NA,NA,DD,NA,2020-1
20317,Solegnathus robustus,Robust Pipehorse,2017,LC,42,68,NA,NA,NA,NA,NA,LC,0,2020-1
20318,Solegnathus spinosissimus,Australian Spiny Pipehorse,2017,DD,0,232,NA,NA,NA,NA,NA,DD,NA,2020-1
20425,Sousa teuszii,Atlantic Humpback Dolphin,2017,CR,2,30,NA,NA,NA,NA,A3cd+4cd; C2a(i),CR,0.8,2020-1
20724,Stegastes sanctaehelenae,NA,2015,LC,2,35,NA,NA,NA,NA,NA,LC,0,2020-1
20729,Stenella attenuata,Pantropical Spotted Dolphin,2018,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
20730,Stenella clymene,Clymene Dolphin,2018,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
20731,Stenella coeruleoalba,Striped Dolphin,2019,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
20732,Stenella frontalis,Atlantic Spotted Dolphin,2018,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
20733,Stenella longirostris,Spinner Dolphin,2018,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
20738,Steno bredanensis,Rough-toothed Dolphin,2019,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
20795,Stereolepis gigas,Giant Sea Bass,2004,CR,NA,NA,NA,NA,NA,NA,A1bd,CR,0.8,2020-1
20855,Stiphodon surrufus,NA,2019,LC,NA,NA,NA,NA,10,1000,NA,LC,0,2020-1
20861,Sander marinus,Estuarine Perch,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
21257,Syngnathus abaster,Black-striped Pipefish,2016,LC,NA,5,NA,NA,NA,NA,NA,LC,0,2020-1
21308,Tachypleus gigas,Horseshoe Crab,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
21309,Tachypleus tridentatus,Tri-spine Horseshoe Crab,2019,EN,40,0,NA,NA,NA,NA,A4bcd,EN,0.6,2020-1
21326,Taenioides jacksoni,Bearded Eelgoby,1996,LR/nt,NA,NA,NA,NA,NA,NA,NA,NT,0.2,2020-1
21341,Takifugu niphobles,Grass Puffer,2014,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
21342,Takifugu poecilonotus,Finepatterned Puffer,2014,LC,1,20,NA,NA,NA,NA,NA,LC,0,2020-1
21343,Takifugu xanthopterus,Yellowfin Puffer,2014,LC,1,100,NA,NA,NA,NA,NA,LC,0,2020-1
21500,Tasmacetus shepherdi,Shepherd's Beaked Whale,2018,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
21560,Teinostoma fernandesi,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
21561,Teinostoma funiculatum,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
21628,Teramulus kieneri,Vily,2016,LC,NA,NA,NA,NA,NA,20000,NA,LC,0,2020-1
21681,Thaanumella angulosa,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
21682,Thaanumella cookei,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
21689,Thalassoma ascensionis,Greenfish,2010,DD,1,30,NA,NA,NA,NA,NA,DD,NA,2020-1
21856,Thunnus alalunga,Albacore Tuna,2011,NT,0,600,NA,NA,NA,NA,NA,NT,0.2,2020-1
21857,Thunnus albacares,Yellowfin Tuna,2011,NT,0,464,NA,NA,NA,NA,NA,NT,0.2,2020-1
21858,Thunnus maccoyii,Southern Bluefin Tuna,2011,CR,50,2743,NA,NA,NA,NA,A2bd,CR,0.8,2020-1
21859,Thunnus obesus,Bigeye Tuna,2011,VU,0,1500,NA,NA,NA,NA,A2bd,VU,0.4,2020-1
21860,Thunnus thynnus,Atlantic Bluefin Tuna,2011,EN,0,500,NA,NA,NA,NA,A2bd,EN,0.6,2020-1
21994,Torquigener brevipinnis,Yellow-stripe Toadfish,2014,LC,2,100,NA,NA,NA,NA,NA,LC,0,2020-1
22003,Totoaba macdonaldi,Totoaba,2010,CR,0,25,NA,NA,NA,NA,A2bcd,CR,0.8,2020-1
22103,Trichechus manatus,American Manatee,2008,VU,0,20,NA,NA,NA,NA,C1,VU,0.4,2020-1
22104,Trichechus senegalensis,African Manatee,2015,VU,0,5,5,0,NA,NA,A3cd; C1,VU,0.4,2020-1
22105,Trichechus manatus ssp. manatus,Caribbean Manatee,2008,EN,NA,NA,NA,NA,NA,NA,C1,EN,0.6,2020-1
22106,Trichechus manatus ssp. latirostris,Florida Manatee,2008,EN,NA,NA,NA,NA,NA,NA,C1,EN,0.6,2020-1
22135,Tridacna crocea,Saffron-coloured Clam,1996,LR/lc,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
22136,Tridacna derasa,Southern Giant Clam,1996,VU,NA,NA,NA,NA,NA,NA,A2cd,VU,0.4,2020-1
22137,Tridacna gigas,Giant Clam,1996,VU,NA,NA,NA,NA,NA,NA,A2cd,VU,0.4,2020-1
22138,Tridacna maxima,Small Giant Clam,1996,LR/cd,NA,NA,NA,NA,NA,NA,NA,VU,0.4,2020-1
22139,Tridacna rosewateri,Bénitier De Rosewater,1996,VU,NA,NA,NA,NA,NA,NA,A2cd,VU,0.4,2020-1
22140,Tridacna squamosa,Fluted Giant Clam,1996,LR/cd,NA,NA,NA,NA,NA,NA,NA,VU,0.4,2020-1
22141,Tridacna mbalavuana,Tevoro Clam,1996,VU,NA,NA,NA,NA,NA,NA,B1+2c,VU,0.4,2020-1
22563,Tursiops truncatus,Common Bottlenose Dolphin,2019,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
22594,Typhlatya iliffei,NA,1996,CR,NA,NA,NA,NA,NA,NA,B1+2c,CR,0.8,2020-1
22823,Ursus maritimus,Polar Bear,2015,VU,NA,NA,NA,NA,24000000,NA,A3c,VU,0.4,2020-1
23045,Volvarina insulana,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
23090,Wrayanna soluta,NA,1996,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
23148,Xiphias gladius,Swordfish,2011,LC,0,2878,NA,NA,NA,NA,NA,LC,0,2020-1
23149,Xiphias gladius North Atlantic stock,Swordfish,1996,EN,NA,NA,NA,NA,NA,NA,A1bd,EN,0.6,2020-1
23211,Ziphius cavirostris,Cuvier's Beaked Whale,2008,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
23259,Gobius ophiocephalus,Grass Goby,2014,LC,0,10,NA,NA,NA,NA,NA,LC,0,2020-1
29609,Sebastolobus alascanus,Shortspine Thornyhead,2000,EN,NA,NA,NA,NA,NA,NA,A2d,EN,0.6,2020-1
31382,Rhizophora apiculata,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
33705,Dolichandrone spathacea,NA,2010,LC,NA,NA,NA,NA,NA,NA,NA,LC,0,2020-1
34364,Aglaia cucullata,Pacific Maple,2010,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
39302,Anthias regalis,NA,1996,VU,NA,NA,NA,NA,NA,NA,D2,VU,0.4,2020-1
39303,Dermatolepis inermis,Marbled Grouper,2018,DD,3,250,NA,NA,NA,NA,NA,DD,NA,2020-1
39304,Serranus dewegeri,Meo Viejo,1996,LR/nt,NA,NA,NA,NA,NA,NA,NA,NT,0.2,2020-1
39324,Notorynchus cepedianus,Broadnose Sevengill Shark,2009,DD,NA,NA,NA,NA,NA,NA,NA,DD,NA,2020-1
39327,Pristiophorus cirratus,Common Sawshark,2016,LC,40,630,NA,NA,NA,NA,NA,LC,0,2020-1
39328,Squatina californica,Pacific Angel Shark,2016,NT,0,100,NA,NA,NA,NA,NA,NT,0.2,2020-1
39329,Squatina argentina,Argentine Angelshark,2019,CR,51,320,NA,NA,NA,NA,A2bd,CR,0.8,2020-1
39331,Squatina occulta,Hidden Angelshark,2019,CR,10,350,NA,NA,NA,NA,A2bd,CR,0.8,2020-1
39332,Squatina squatina,Angelshark,2019,CR,0,150,NA,NA,NA,NA,A2bcd,CR,0.8,2020-1
39333,Heterodontus francisci,Horn Shark,2015,DD,2,152,NA,NA,NA,NA,NA,DD,NA,2020-1
39334,Heterodontus portusjacksoni,Port Jackson Shark,2015,LC,0,275,NA,NA,NA,NA,NA,LC,0,2020-1
39335,Brachaelurus colcloughi,Colclough's Shark,2015,VU,4,217,NA,NA,NA,NA,C2a(ii),VU,0.4,2020-1
39336,Odontaspis noronhai,Bigeye Sand Tiger,2019,LC,35,1000,NA,NA,NA,NA,NA,LC,0,2020-1
